id,text,E,S,G,non_ESG
22507,"Risk management Risk management takes two perspectives: (i) the need to understand SEB’s own and its customers’ climate impact, measured in terms of carbon emissions, and (ii) the need to understand the impact of climate change on business models as well as credit worthiness of both SEB’s customers and investments held in the fund company.",0,0,0,1
22508,Worker health and safety have always been a significant part of TJX’s Global Social Compliance Program.,0,0,0,1
22509,"We are primarily self-insured for certain employee health benefits, and have self-funded retentions for general liability, automobile liability, property and workers’ compensation.",0,1,1,0
22510,"The Monthly Distribution Amount is an amount equal to the sum of cash received by the Trustee during a calendar month attributable to the Royalties, any reduction in cash reserves and any other cash receipts of the Trust, including interest, reduced by the sum of liabilities paid and any increase in cash reserves.",0,1,0,0
22511,"We expect that competition among products approved for sale will be based on various factors, including product efficacy, safety, reliability, availability, price, reimbursement and patent position.",0,1,1,0
22512,the organization’s sustainability reporting [COMPANY] and its subsidiaries report at a consolidated level.,0,0,0,1
22513,"Our failure to comply with stakeholder expectations and standards regarding ESG issues, which are still evolving and can vary considerably, or the perception that we have not responded appropriately to ESG-related issues, could result in reputational harm, and could have an adverse effect on our business, results of operations, financial condition, and prospects.",0,1,0,0
22514,"The key practices and procedures of our Board of Directors are outlined in our Corporate Governance Principles, and members of Intuit’s board operate under our Board Code of Ethics, both of which are reviewed annually by the Board and are publicly available.",0,0,0,1
22515,,0,0,0,0
22516,"In the Agriculture Segment, for example, more than organic farmers were surveyed on their awareness and perception of BayWa’s organic product range as part of a research project in [YEAR].1 BayWa cultivates strategic dialogue with suppliers, such as through annual audits.",0,1,0,0
22517,reporting period; and (b) disclose for each reporting period whether a performance evaluation has been undertaken in accordance with that process during or in respect of that period.,1,1,1,1
22518,"In addition to doing what’s right for the community, being a low-impact development has created interest from retailers who also prioritize sustainability.",0,0,0,1
22519,"as Deutsche Bank, and the integrity of the international financial system.",0,0,0,1
22520,"Public Policy 2 3 We believe that by actively supporting the communities in which we live and work, we can build a healthier, brighter future for our Clients, employees, advisors and shareholders.",0,0,1,0
22521,"Donegal Mutual strives to maintain a culture that is based on integrity and respect, with an environment designed to facilitate excellent service to the agents and customers of the [COMPANY].",0,0,0,1
22522,"The US team is focusing on •	 consolidating sites, and on proactive facilities management, for example ensuring that building energy management systems are only set to cover core office hours.",0,0,0,1
